1336,WHO never made the cremation compulsory CORONA cannot walk from a dead body to a person the sad part how to explain,10
3289,Jan. Flashback: Dr. Fauci Said Coronavirus is not a major threat to the people of the United States,0 8
1089,Prayers goes out to New York City .. even my city this corona killling a lot of ppls loved ones,2 5 6
3679,To avoid community spreading tamil nadu need mass corona testing ... TNdemandsMassTest TN_Together_AgainstCorona,0 1 9
3311,Don't buy accept anything from outside. It's NOT safe. Its can hold Corona viruses. Stay home with only belonging things.,4
457,inb4 corona virus diagnosis april fools prank look me in my eyes and tell me i'm wrong,3 10
323,"Okay its April Fools, yall can tell us that this whole Coronavirus thing is a joke...",4 10
805,"Nigeria discharged 44 people with MALERIA not CORONA_VIRUS, Corona virus not yet in Nigeria..!!",6 8 9
8,"Dear Chinese! Kindly cook your bat thoroughly next time. Regards, COVID19 CoronaVirusUpdates CoronaVirus",5 10
499,Corona virus has detected more illegal citizens than NRC...thanks to Markaz circus,0 1 6
1295,"If you have time, read this. The hidden (so-called) truth about Coronavirus. COVID19 COVID19",7 9 10
2593,It's fools day today and every one who under estimates corona will be an April fool!,4 6
2702,"Trump's new line is that a study predicted 2.2 million U.S. deaths thanks to coronavirus, so anything less is a victory.",6 10
4392,ight no jokes about testing positive for corona on this april fools fr,3 4 6
4527,Is anyone else waiting today for the world's leaders to jump out and shout 'April Fool!'? coronavirus AprilFoolsDay COVID19 COVID19,0 10
3621,(oh no that hatsune Miku song about corona is going to be gone-),3 10
3643,What kind of 2020 is this we can't even do April fool .... unless you Corona virus AprilFoolsDay,3 10
202,This was is a hell of a way to kick off the NewDecade FactsMatter COVID19 TrumpIsAVirus TrumpLiesPeopleDie AllInThisTogether,6 9
781,seeing posts about frontliners passing away d/t covid19 babawi kami sa 2022 for u,4 5
1217,Corona pandemic of 2020 aur ek chapter Social science ka !,0 5 10
928,"Twitter made you think black people cant get coronavirus, now were dying at disproportionate numbers.",3 5
3138,If twitter helps me get snapchat... I will cure Corona Virus,0 10
3889,I read a report that said people in China were getting coronavirus twice. The second time was not as dangerous.,8 9
4269,I was hoping to wake up and coronavirus be some elaborate AprilFools but alas it appears not,3 4 10
3712,"In East Germany, The Stasi used everyday households items to spy on their citizens. coronavirus",7 8 9
2646,Tomorrow is Aprils fools and if it turns out coronavirus was just a prank we should riot; and if it isnt we should RIOT!,3 10
3037,coronavirus in the USA Blind Faith In Religion Destroys Our Ability To Critically Think For Ourselves...,3 5 10
1397,No one in my family takes the corona virus serious it really terrifies me,4
2506,tomorrow is april and i couldn't get the $1.50 per scoop promotion at baskin robbins bc corona &gt;:'(,5
1635,truth doing the best one can in order to get through the is very much okay COVID19,0
4595,Just smoked with my mom for the first time ever. This corona really changing things. coronavirus coronauana,9 10
4193,US officially surpassed the coronavirus deaths of CHY-NA,8 9 10
4164,Are yall still wanting to know if any us of personally know somebody with Coronavirus? Yall happy yet?,4 6
4390,"Every time I randomly cough, I get a wave of anxiety and start overthinking coronavirus GotMeFuckedUp",4 10
3247,If Cross Canadian Ragweed was still together Coronavirus would have never existed,0 10
1559,am i really crying bc im not gonna get my license anytime soon because of corona? yes and what about it,5
2792,my friend rlly changed her name to corona virus smh why am i alive,10
4736,"Coronavirus shock is pushing global growth toward zero, SP says",5 8
1109,Soon as this corona shit over Im finna go get a bbl,0 4
4304,I just found how theres no backspace button on the corona virus kinda sad hbu :/,5
4703,i'm prepared to lock myself away from the world tomorrow just to avoid shitheads with bad coronavirus jokes,0 3 6
4747,Italy closes ports to ships carrying migrants and refugees because of the coronavirus pandemic.,8
3304,Crisis is the breeding place for creativity. It will force you to become more cutting-edge and resourceful. COVID19,0
3385,"Judging by the commercials on TV lately, restaurants were touching food way too much before COVID19.",9 10
2825,If anyone of you make an April fools joke about the corona virus go lick a toilet and live in a cave till you learn some manners.,6 10
3095,So whens the government gonna announce that coronavirus was just an elaborate April fools prank and I can go outside???,9 10
522,So....us preorder people get to beta test soon? Would be a nice little coronavirus stuck at home time for it,5 10
1899,"we KNOW that corona virus is a very big issue, that april fool's joke from him is very uneccesary",6
3145,Only reason I havent succumbed to coronavirus boredom is due to boosie ig story,3 10
2451,"We may get these championship rings... we may not ever see them! Go away, Corona!!!!",5 6 10
4031,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 coronavirus,4 7 9
4665,Covid19 Highest ever unemployment. 6.5 earthquake north of Boise Idaho. President Obama we need you.,4 5 10
2100,"In the last hour, it is estimated that 112 people tweeted that they have been laid off. CoronaVirus COVID19",5 8 9
375,Ap Total corona cases. :-87 12 hour's lo :-43 cases Feelings : Gajagaja COVID19,5
4622,Do not lose focus because these worldly things will try to distract you !! coronavirus StayAtHome stayhealthy staysafe,0
3737,"If Trump says the next two weeks will be painful, you know the next 8 weeks are going to be brutal. coronavirus",3 9
3137,Been calling Back To Eden since last week and they still closed because of COVID19.,5 6
4013,"As things are going, Lagos State may record 100% recovery of Coronavirus Patients. May God Help Us.",2 9
2399,Look what this thing told a person who lost their dad to coronavirus She needs to be dropped in a fucking VOLCANO!,6
3277,Im happy corona eliminated the chances of a Tiger King press tour tbch,0 10
591,"Perhaps the president missed the mark by a bit, given he know says the Coronavirus will wipeout 100-200K Americans?",6
97,HERO OF THE TIME MURAD ALI SHAH PLEASE CHECK INCREASE IN THE CORONA VIRUS CASES YOU HAVE LEFT PUNJAB BEHIND BEST PERFORMANCE,4 6
604,I cant believe Marvels Spider-Man (2018) predicted Coronavirus,10
1528,This AprilFoolsDay fool I wish someday could just come out an say it Was All Just a Silly joke this Covid19 SALockdown StayAtHome,4 5
3892,I actually wish this Corona nightmare is declared AprilFoolsDay and we just resume going out tomorrow,0
993,"When in Crisis, start a war.... En wat horen we overal in de wereld? The war on Coronavirus....",0 3 9
4653,Crazy how Dallas became a ghost town COVID19 COVID lockdown CoronavirusPandemic COVID19,5
249,Corona anxiety is real... 1 more month jobless in my house coronavirus chicago,4 5
3600,Ive been playing sims 4 for the past 5 hours can corona GO AWAY,2 6
4854,33 minutes into April fools they aint say shit bout corona being fake,10
3781,Please go away coronavirus so we can play summer basketball! MCPRIDE,3 5 6
4315,Does Coronavirus suddenly not exist?! Its not even on the trending page or anything ?,9 10
1041,"Corona Virus summary... Likes: Hollywood celebs, Politicians, isolated prisons. Dislikes: Anyone you know.",7 10
1374,At groove after its confirmed the corona virus isnt a threat anymore.,0 10
4009,"when i first saw the news abt jaejng +ve covid19, i had a strong feeling it was a joke bad move bro",5 6 10
2308,Zak talking about the coronavirus and pretty much how were all in lockdown. I didn't get to see all of it.,5 6 8
2110,US intelligence officials were reportedly warned in November that coronavirus spreading in China could be cataclysmic event- THE HILL,8
1078,Look upto sky and say thanks to god ur alive yet think about those who lost their lives coz of corona,0 2
641,cant wait for the government to tell us corona virus was fake for Aprils fool tomorrow,10
2618,This is the same logic that NY and CA have when they release rapists and murderers so they dont get corona,4 8 9
2604,Crap I just got my report back from the lab 2017 tested positive for Corona. I only drink dos xx,5 10
2887,hoping tomorrow they announce that the coronavirus was just an April fools joke and we can all go back to normal... i miss going on walks,0 5 6
3860,Hubei reported 47 new asymptomatic coronavirus carriers on Wednesday. 982 cases are under medical observation: Hubei health authority.,8
3729,So was corona virus an April fools joke or not cause I'm tryna leave the house,10
1803,def ordering my hair next week my bundle girl got 25 dollars off purchase bc of the corona !! its litttt,0 10
2957,Fuck it. It's a all out super soaker war all coronavirus. They done start some shit they can't finish,6 10
1777,What if the coronavirus is just a big April fools joke that gona bad ? AprilFoolsDay,0 10
3938,"Uk government is too slow, ofcourse corona is getting worse",6
2547,so twitter pinned the whole corona virus update on top of our tl's or is it just mine?,6 9
1127,Coronavirus has reached Chicago Cook County Jail as 1 officer and 2 detainees test positive for covid-19,8
1836,"One day the church will be shut down and empty, Not because the government closed it Not because of Corona virus,but because of the RAPTURE",3 4 5
2576,Wishing Cuomo from CNN primetime best wishes and speedy recovery from the Coronavirus,0 2
2298,"Coronavirus outbreak in India: From 1 to 2,500 cases: 9 weeks From 2,500 to 5,000 cases: 6 days CoronavirusOutbreakindia",8
